Avg Speed (km/h),Distance (km),Road Type,Battery (kWh),Top Speed (km/h),Range_per_Charge,Bus Type,Charger Type,Passenger Capacity
31,192,Urban,448,77,355,Articulated Bus,Fast DC,84
30,232,Urban,435,85,365,Articulated Bus,Fast DC,84
50,227,Highway,287,106,225,Mini Bus,Depot,35
27,151,Rural,303,87,218,Mini Bus,Pantograph,32
35,217,Urban,339,94,287,Mini Bus,Pantograph,34
32,159,Rural,464,89,328,Double Decker Bus,Pantograph,79
53,255,Highway,434,109,346,Articulated Bus,Pantograph,94
40,236,Highway,314,86,261,Mini Bus,Pantograph,34
42,280,Highway,393,94,332,Standard City Bus,Pantograph,51
40,269,Highway,333,91,271,Mini Bus,Depot,35
32,239,Urban,402,80,287,Articulated Bus,Fast DC,80
27,153,Rural,424,87,340,Articulated Bus,Pantograph,81
25,163,Rural,466,77,357,Double Decker Bus,Depot,85
35,174,Urban,305,87,231,Mini Bus,Pantograph,29
43,268,Highway,446,101,345,Double Decker Bus,Pantograph,80
45,296,Highway,451,99,318,Double Decker Bus,Depot,73
30,231,Urban,434,79,318,Double Decker Bus,Pantograph,81
32,169,Rural,391,91,316,Articulated Bus,Pantograph,85
26,155,Rural,339,83,284,Mini Bus,Depot,27
26,192,Rural,402,80,317,Standard City Bus,Pantograph,59
31,184,Rural,386,78,311,Standard City Bus,Fast DC,55
34,160,Rural,409,90,299,Standard City Bus,Fast DC,53
34,191,Rural,289,79,228,Mini Bus,Depot,35
28,167,Rural,421,86,322,Double Decker Bus,Pantograph,77
34,140,Rural,454,88,343,Articulated Bus,Depot,90
33,140,Rural,427,90,307,Double Decker Bus,Fast DC,82
51,262,Highway,431,107,326,Articulated Bus,Fast DC,90
32,227,Urban,280,78,209,Mini Bus,Pantograph,31
25,193,Rural,405,81,307,Standard City Bus,Depot,63
28,199,Rural,431,76,304,Double Decker Bus,Pantograph,77
40,181,Urban,415,100,304,Standard City Bus,Pantograph,52
29,199,Rural,402,77,288,Articulated Bus,Fast DC,81
26,179,Rural,425,83,332,Double Decker Bus,Pantograph,75
31,203,Urban,478,89,371,Double Decker Bus,Pantograph,75
33,197,Rural,455,92,363,Double Decker Bus,Fast DC,70
44,283,Highway,436,94,314,Double Decker Bus,Pantograph,84
46,234,Highway,461,106,370,Double Decker Bus,Depot,83
39,180,Urban,479,93,388,Double Decker Bus,Fast DC,72
32,157,Rural,412,91,329,Articulated Bus,Pantograph,94
48,289,Highway,450,102,334,Double Decker Bus,Depot,81
25,190,Rural,319,76,264,Mini Bus,Fast DC,32
28,169,Rural,457,77,330,Double Decker Bus,Fast DC,78
35,233,Urban,417,86,331,Standard City Bus,Pantograph,58
34,216,Urban,435,79,347,Articulated Bus,Depot,94
42,278,Highway,369,102,268,Standard City Bus,Pantograph,57
35,168,Rural,447,87,346,Double Decker Bus,Depot,84
54,221,Highway,336,104,254,Mini Bus,Pantograph,29
38,202,Urban,333,89,237,Mini Bus,Depot,34
26,143,Rural,433,84,310,Double Decker Bus,Fast DC,71
42,249,Highway,456,98,338,Articulated Bus,Pantograph,87
35,132,Rural,407,90,299,Articulated Bus,Pantograph,85
39,234,Urban,403,97,293,Standard City Bus,Depot,64
32,132,Rural,299,89,247,Mini Bus,Depot,27
27,187,Rural,294,83,243,Mini Bus,Pantograph,29
28,158,Rural,306,80,239,Mini Bus,Pantograph,28
38,174,Urban,410,84,308,Standard City Bus,Pantograph,61
39,223,Urban,451,85,381,Double Decker Bus,Fast DC,77
26,160,Rural,398,80,309,Standard City Bus,Pantograph,55
41,231,Highway,423,97,319,Articulated Bus,Depot,89
34,185,Urban,471,79,377,Double Decker Bus,Depot,72
54,294,Highway,375,104,311,Standard City Bus,Pantograph,60
47,271,Highway,445,100,348,Articulated Bus,Fast DC,90
37,234,Urban,452,86,366,Articulated Bus,Fast DC,87
35,144,Rural,307,86,216,Mini Bus,Fast DC,35
27,159,Rural,360,73,273,Standard City Bus,Depot,52
47,232,Highway,319,103,267,Mini Bus,Pantograph,25
31,220,Urban,454,78,324,Articulated Bus,Fast DC,84
53,262,Highway,405,101,316,Articulated Bus,Fast DC,91
49,243,Highway,466,109,339,Double Decker Bus,Depot,73
53,234,Highway,310,109,251,Mini Bus,Pantograph,32
33,142,Rural,479,82,385,Double Decker Bus,Pantograph,80
53,231,Highway,413,99,334,Standard City Bus,Pantograph,51
37,215,Urban,475,97,359,Double Decker Bus,Pantograph,78
35,169,Rural,380,88,277,Standard City Bus,Fast DC,61
46,298,Highway,409,97,323,Standard City Bus,Fast DC,65
30,171,Rural,367,83,274,Standard City Bus,Fast DC,65
38,204,Urban,416,96,292,Articulated Bus,Fast DC,88
25,150,Rural,334,75,262,Mini Bus,Fast DC,33
32,175,Urban,394,88,299,Articulated Bus,Depot,84
31,189,Rural,406,84,325,Articulated Bus,Depot,88
35,193,Rural,421,89,319,Double Decker Bus,Pantograph,75
36,225,Urban,297,96,246,Mini Bus,Depot,33
40,213,Urban,394,95,332,Articulated Bus,Fast DC,87
36,222,Urban,305,83,230,Mini Bus,Fast DC,35
25,133,Rural,420,73,318,Standard City Bus,Pantograph,50
29,155,Rural,281,86,219,Mini Bus,Depot,34
31,224,Urban,454,85,323,Double Decker Bus,Depot,78
28,197,Rural,387,88,294,Standard City Bus,Fast DC,64
32,150,Rural,407,89,334,Standard City Bus,Fast DC,55
33,170,Urban,383,79,316,Standard City Bus,Depot,53
37,231,Urban,298,91,246,Mini Bus,Pantograph,34
35,147,Rural,454,87,356,Double Decker Bus,Depot,70
38,196,Urban,442,83,372,Double Decker Bus,Pantograph,77
53,251,Highway,413,109,302,Articulated Bus,Fast DC,92
30,179,Rural,295,83,207,Mini Bus,Fast DC,32
34,188,Rural,479,79,335,Double Decker Bus,Fast DC,77
31,171,Rural,280,77,203,Mini Bus,Depot,31
27,137,Rural,397,81,337,Articulated Bus,Fast DC,90
33,193,Rural,320,93,246,Mini Bus,Pantograph,32
47,275,Highway,377,105,313,Standard City Bus,Pantograph,65
41,232,Highway,451,97,326,Double Decker Bus,Pantograph,84
50,293,Highway,460,103,386,Articulated Bus,Fast DC,81
29,159,Rural,444,74,328,Articulated Bus,Fast DC,85
33,234,Urban,365,93,265,Standard City Bus,Pantograph,53
50,284,Highway,367,99,265,Standard City Bus,Fast DC,50
46,250,Highway,289,104,204,Mini Bus,Depot,26
41,267,Highway,435,101,361,Articulated Bus,Depot,88
52,222,Highway,455,105,321,Double Decker Bus,Fast DC,82
33,232,Urban,330,88,242,Mini Bus,Fast DC,25
43,274,Highway,311,97,227,Mini Bus,Depot,30
50,277,Highway,458,106,358,Articulated Bus,Depot,89
55,283,Highway,295,105,242,Mini Bus,Fast DC,29
31,200,Rural,447,81,371,Articulated Bus,Pantograph,82
26,162,Rural,420,85,316,Double Decker Bus,Pantograph,79
32,219,Urban,281,86,200,Mini Bus,Depot,28
32,186,Urban,451,91,382,Articulated Bus,Fast DC,85
25,197,Rural,380,81,281,Standard City Bus,Fast DC,53
51,288,Highway,336,108,268,Mini Bus,Fast DC,32
40,179,Urban,421,95,298,Articulated Bus,Depot,92
28,138,Rural,313,78,257,Mini Bus,Pantograph,26
33,194,Rural,313,86,257,Mini Bus,Fast DC,33
55,241,Highway,322,111,261,Mini Bus,Pantograph,32
35,174,Rural,404,83,327,Articulated Bus,Fast DC,84
29,194,Rural,299,81,240,Mini Bus,Fast DC,29
31,174,Rural,418,76,293,Articulated Bus,Depot,88
45,300,Highway,378,94,275,Standard City Bus,Depot,56
31,182,Rural,332,82,262,Mini Bus,Fast DC,33
28,137,Rural,282,84,208,Mini Bus,Depot,34
31,193,Rural,301,91,245,Mini Bus,Depot,27
37,221,Urban,432,87,352,Double Decker Bus,Fast DC,75
45,278,Highway,412,98,349,Standard City Bus,Fast DC,61
38,217,Urban,433,83,350,Articulated Bus,Depot,92
45,267,Highway,362,93,293,Standard City Bus,Fast DC,63
35,216,Urban,433,81,308,Articulated Bus,Pantograph,85
53,228,Highway,458,100,339,Articulated Bus,Depot,88
40,222,Highway,339,98,276,Mini Bus,Depot,28
48,298,Highway,402,105,319,Standard City Bus,Pantograph,65
46,225,Highway,452,101,363,Double Decker Bus,Depot,73
33,156,Rural,316,82,246,Mini Bus,Depot,25
33,189,Urban,337,90,280,Mini Bus,Depot,29
35,186,Rural,408,83,323,Standard City Bus,Pantograph,55
26,157,Rural,476,86,346,Double Decker Bus,Fast DC,85
46,245,Highway,300,98,241,Mini Bus,Depot,34
38,215,Urban,420,92,329,Standard City Bus,Depot,60
32,218,Urban,318,78,236,Mini Bus,Depot,27
38,215,Urban,339,83,272,Mini Bus,Pantograph,32
40,227,Urban,420,89,349,Articulated Bus,Depot,89
36,194,Urban,405,85,313,Standard City Bus,Depot,60
55,251,Highway,377,111,293,Standard City Bus,Pantograph,60
37,183,Urban,441,86,320,Articulated Bus,Depot,86
43,225,Highway,452,103,379,Double Decker Bus,Depot,74
49,262,Highway,386,98,285,Standard City Bus,Pantograph,57
44,252,Highway,448,98,318,Articulated Bus,Fast DC,85
46,233,Highway,434,100,322,Double Decker Bus,Pantograph,84
37,179,Urban,410,89,320,Standard City Bus,Fast DC,62
35,177,Rural,329,92,242,Mini Bus,Depot,27
32,183,Rural,470,78,363,Double Decker Bus,Depot,78
25,188,Rural,443,82,337,Double Decker Bus,Pantograph,70
40,259,Highway,399,95,293,Standard City Bus,Pantograph,57
31,186,Urban,409,77,310,Standard City Bus,Fast DC,53
31,229,Urban,378,82,266,Standard City Bus,Depot,63
36,171,Urban,455,93,337,Double Decker Bus,Fast DC,72
35,146,Rural,413,95,342,Standard City Bus,Fast DC,57
52,226,Highway,451,112,376,Double Decker Bus,Pantograph,81
34,229,Urban,464,91,338,Double Decker Bus,Depot,84
50,275,Highway,333,105,253,Mini Bus,Depot,25
36,175,Urban,442,83,370,Articulated Bus,Fast DC,84
32,238,Urban,405,85,305,Standard City Bus,Fast DC,55
35,159,Rural,287,91,211,Mini Bus,Depot,27
52,270,Highway,467,105,384,Double Decker Bus,Fast DC,84
34,190,Rural,288,82,236,Mini Bus,Depot,31
34,152,Rural,306,93,226,Mini Bus,Depot,30
39,213,Urban,403,93,284,Articulated Bus,Depot,95
31,206,Urban,300,83,235,Mini Bus,Pantograph,32
33,230,Urban,417,79,346,Standard City Bus,Fast DC,64
36,180,Urban,315,92,240,Mini Bus,Depot,29
42,267,Highway,310,94,229,Mini Bus,Fast DC,26
53,295,Highway,363,112,280,Standard City Bus,Fast DC,63
33,211,Urban,374,81,270,Standard City Bus,Depot,57
39,175,Urban,373,91,275,Standard City Bus,Pantograph,51
31,204,Urban,372,87,277,Standard City Bus,Pantograph,57
33,227,Urban,415,81,340,Articulated Bus,Pantograph,87
29,194,Rural,448,84,374,Articulated Bus,Pantograph,95
40,214,Urban,340,98,245,Mini Bus,Fast DC,31
25,148,Rural,424,83,318,Double Decker Bus,Depot,79
55,249,Highway,451,106,336,Double Decker Bus,Fast DC,84
38,195,Urban,460,94,366,Articulated Bus,Depot,82
34,197,Rural,440,85,308,Double Decker Bus,Fast DC,79
52,263,Highway,297,105,222,Mini Bus,Fast DC,35
35,179,Rural,408,88,302,Articulated Bus,Pantograph,93
34,176,Urban,309,91,242,Mini Bus,Pantograph,26
32,190,Urban,459,81,371,Articulated Bus,Fast DC,90
32,182,Rural,404,89,314,Standard City Bus,Depot,61
28,154,Rural,296,84,242,Mini Bus,Depot,28
25,171,Rural,398,72,291,Standard City Bus,Pantograph,51
26,160,Rural,471,81,336,Double Decker Bus,Depot,79
48,227,Highway,426,105,345,Articulated Bus,Depot,83
30,230,Urban,474,84,360,Double Decker Bus,Depot,72
30,170,Rural,405,90,321,Articulated Bus,Fast DC,86
34,186,Urban,473,91,331,Double Decker Bus,Fast DC,70
32,190,Urban,417,84,351,Articulated Bus,Depot,90
29,177,Rural,431,74,354,Articulated Bus,Pantograph,88
46,276,Highway,392,98,298,Standard City Bus,Pantograph,63
34,190,Urban,397,90,294,Standard City Bus,Pantograph,54
25,154,Rural,367,75,276,Standard City Bus,Depot,57
35,174,Rural,332,81,262,Mini Bus,Depot,29
30,235,Urban,326,78,261,Mini Bus,Pantograph,30
50,256,Highway,326,107,273,Mini Bus,Fast DC,26
25,140,Rural,367,81,290,Standard City Bus,Depot,61
43,243,Highway,434,96,340,Double Decker Bus,Fast DC,75
33,175,Urban,469,91,328,Double Decker Bus,Fast DC,71
30,168,Rural,431,87,347,Double Decker Bus,Fast DC,76
53,229,Highway,393,109,320,Standard City Bus,Depot,50
33,163,Rural,432,89,365,Articulated Bus,Pantograph,92
34,183,Rural,412,89,290,Articulated Bus,Pantograph,91
30,184,Urban,421,81,296,Double Decker Bus,Pantograph,75
32,197,Urban,304,79,213,Mini Bus,Pantograph,34
43,283,Highway,449,89,331,Double Decker Bus,Pantograph,70
41,288,Highway,364,88,278,Standard City Bus,Fast DC,62
48,262,Highway,401,102,309,Standard City Bus,Fast DC,58
43,239,Highway,309,90,226,Mini Bus,Fast DC,34
29,143,Rural,284,85,206,Mini Bus,Depot,28
26,184,Rural,434,75,341,Articulated Bus,Depot,80
29,151,Rural,444,81,348,Articulated Bus,Fast DC,88
33,232,Urban,376,80,294,Standard City Bus,Fast DC,63
31,198,Urban,360,87,305,Standard City Bus,Fast DC,55
34,173,Rural,311,81,240,Mini Bus,Pantograph,26
52,236,Highway,421,107,323,Articulated Bus,Fast DC,89
35,172,Urban,478,85,365,Double Decker Bus,Pantograph,82
33,193,Rural,398,88,328,Articulated Bus,Pantograph,89
27,144,Rural,446,86,373,Articulated Bus,Depot,92
45,265,Highway,292,92,216,Mini Bus,Depot,32
37,230,Urban,421,88,317,Articulated Bus,Fast DC,87
46,295,Highway,466,93,364,Double Decker Bus,Pantograph,72
28,145,Rural,420,81,327,Articulated Bus,Fast DC,83
30,196,Rural,292,80,236,Mini Bus,Depot,35
38,221,Urban,397,84,292,Standard City Bus,Fast DC,58
40,298,Highway,294,85,234,Mini Bus,Fast DC,31
44,273,Highway,454,97,343,Articulated Bus,Pantograph,84
32,157,Rural,401,83,315,Articulated Bus,Pantograph,91
30,155,Rural,382,83,290,Standard City Bus,Depot,53
27,177,Rural,472,82,393,Double Decker Bus,Pantograph,71
32,138,Rural,436,84,315,Double Decker Bus,Pantograph,83
41,258,Highway,456,97,385,Double Decker Bus,Depot,75
48,270,Highway,426,106,327,Double Decker Bus,Pantograph,72
30,175,Rural,466,90,328,Double Decker Bus,Pantograph,83
49,280,Highway,313,97,255,Mini Bus,Depot,29
42,237,Highway,406,97,312,Articulated Bus,Depot,91
35,181,Rural,406,87,299,Standard City Bus,Fast DC,51
32,191,Urban,474,79,388,Double Decker Bus,Pantograph,70
36,182,Urban,415,91,344,Standard City Bus,Pantograph,65
33,180,Rural,423,86,336,Double Decker Bus,Depot,73
50,253,Highway,422,109,308,Double Decker Bus,Fast DC,85
44,238,Highway,360,103,282,Standard City Bus,Pantograph,63
33,226,Urban,470,89,341,Double Decker Bus,Depot,83
37,230,Urban,432,97,344,Articulated Bus,Fast DC,92
31,197,Urban,471,76,347,Double Decker Bus,Pantograph,78
54,278,Highway,473,109,331,Double Decker Bus,Depot,72
31,175,Rural,291,79,234,Mini Bus,Depot,33
45,276,Highway,464,100,339,Double Decker Bus,Depot,71
33,163,Rural,436,86,338,Articulated Bus,Pantograph,80
55,273,Highway,419,101,349,Articulated Bus,Fast DC,93
39,187,Urban,463,96,347,Double Decker Bus,Pantograph,85
25,136,Rural,408,77,307,Standard City Bus,Depot,55
40,211,Urban,433,91,305,Double Decker Bus,Pantograph,72
46,282,Highway,315,102,222,Mini Bus,Pantograph,27
50,225,Highway,366,109,279,Standard City Bus,Depot,51
34,195,Urban,360,82,261,Standard City Bus,Fast DC,53
39,195,Urban,387,87,295,Standard City Bus,Fast DC,52
25,185,Rural,420,80,341,Double Decker Bus,Fast DC,72
26,135,Rural,415,74,295,Articulated Bus,Fast DC,86
35,239,Urban,301,88,242,Mini Bus,Depot,30
39,178,Urban,320,88,235,Mini Bus,Pantograph,32
41,283,Highway,471,93,355,Double Decker Bus,Pantograph,83
37,230,Urban,418,87,303,Articulated Bus,Depot,80
40,199,Urban,410,100,308,Standard City Bus,Fast DC,50
29,130,Rural,281,76,234,Mini Bus,Pantograph,32
30,190,Rural,453,84,323,Articulated Bus,Depot,87
33,204,Urban,360,78,300,Standard City Bus,Pantograph,56
34,238,Urban,334,83,249,Mini Bus,Depot,31
44,244,Highway,446,103,356,Double Decker Bus,Depot,79
31,199,Urban,376,82,295,Standard City Bus,Fast DC,61
40,191,Urban,448,94,316,Double Decker Bus,Pantograph,84
38,236,Urban,452,93,328,Articulated Bus,Fast DC,83
37,211,Urban,293,88,238,Mini Bus,Fast DC,28
42,231,Highway,301,100,249,Mini Bus,Pantograph,32
55,242,Highway,409,115,294,Articulated Bus,Fast DC,88
35,199,Rural,450,82,366,Double Decker Bus,Fast DC,85
29,198,Rural,421,87,322,Articulated Bus,Depot,82
36,210,Urban,424,90,357,Articulated Bus,Fast DC,91
51,276,Highway,308,99,225,Mini Bus,Pantograph,28
32,220,Urban,333,87,252,Mini Bus,Pantograph,33
52,248,Highway,371,100,262,Standard City Bus,Fast DC,53
40,206,Urban,390,90,298,Articulated Bus,Depot,90
34,196,Rural,296,80,223,Mini Bus,Fast DC,27
33,223,Urban,379,93,280,Standard City Bus,Depot,60
40,187,Urban,427,95,312,Articulated Bus,Fast DC,87
33,188,Rural,284,82,237,Mini Bus,Pantograph,33
31,171,Rural,443,82,339,Articulated Bus,Depot,91
35,198,Rural,469,94,362,Double Decker Bus,Fast DC,81
49,232,Highway,403,99,311,Standard City Bus,Fast DC,55
28,187,Rural,300,79,213,Mini Bus,Depot,31
30,173,Urban,432,79,302,Articulated Bus,Pantograph,87
31,161,Rural,286,77,217,Mini Bus,Fast DC,30
26,181,Rural,394,80,308,Articulated Bus,Pantograph,81
26,185,Rural,397,72,289,Standard City Bus,Pantograph,59
40,235,Urban,407,91,317,Articulated Bus,Depot,91
40,191,Urban,362,92,291,Standard City Bus,Depot,63
29,184,Rural,442,80,339,Double Decker Bus,Depot,79
40,180,Urban,391,88,295,Articulated Bus,Depot,80
33,171,Rural,474,88,365,Double Decker Bus,Fast DC,84
33,181,Urban,426,79,355,Articulated Bus,Depot,81
45,240,Highway,390,91,314,Articulated Bus,Fast DC,95
30,189,Rural,291,79,213,Mini Bus,Pantograph,35
55,289,Highway,398,108,284,Articulated Bus,Fast DC,80
42,285,Highway,317,87,259,Mini Bus,Fast DC,25
30,148,Rural,412,89,348,Standard City Bus,Depot,63
30,177,Urban,323,79,268,Mini Bus,Pantograph,27
36,183,Urban,301,88,229,Mini Bus,Pantograph,31
34,202,Urban,395,91,306,Articulated Bus,Pantograph,89
35,182,Urban,381,93,310,Standard City Bus,Depot,58
25,183,Rural,303,82,236,Mini Bus,Depot,27
33,184,Rural,432,83,316,Articulated Bus,Depot,92
48,228,Highway,318,95,245,Mini Bus,Depot,28
53,279,Highway,434,101,314,Double Decker Bus,Fast DC,77
26,156,Rural,339,73,265,Mini Bus,Pantograph,26
50,257,Highway,332,95,270,Mini Bus,Pantograph,33
32,231,Urban,455,77,322,Articulated Bus,Fast DC,88
35,172,Rural,452,87,320,Articulated Bus,Fast DC,93
47,229,Highway,360,102,281,Standard City Bus,Depot,54
32,191,Rural,340,79,259,Mini Bus,Depot,27
50,275,Highway,451,99,320,Double Decker Bus,Pantograph,83
46,241,Highway,382,99,297,Standard City Bus,Depot,64
38,207,Urban,409,92,324,Standard City Bus,Depot,62
40,192,Urban,454,95,342,Double Decker Bus,Pantograph,76
26,161,Rural,411,86,293,Articulated Bus,Fast DC,86
35,189,Rural,305,83,234,Mini Bus,Pantograph,25
39,173,Urban,323,94,241,Mini Bus,Depot,26
33,157,Rural,419,87,310,Standard City Bus,Fast DC,63
38,239,Urban,360,88,280,Standard City Bus,Pantograph,59
31,143,Rural,314,89,222,Mini Bus,Depot,35
30,202,Urban,391,87,324,Standard City Bus,Depot,50
40,205,Urban,335,99,261,Mini Bus,Pantograph,31
52,298,Highway,381,98,314,Standard City Bus,Fast DC,61
50,229,Highway,442,99,362,Double Decker Bus,Depot,75
33,164,Rural,464,80,353,Double Decker Bus,Fast DC,73
47,228,Highway,327,96,244,Mini Bus,Depot,26
32,162,Rural,467,87,384,Double Decker Bus,Depot,82
30,232,Urban,459,82,355,Articulated Bus,Pantograph,89
49,243,Highway,362,100,268,Standard City Bus,Pantograph,61
55,265,Highway,413,109,337,Standard City Bus,Pantograph,51
35,154,Rural,381,84,312,Standard City Bus,Pantograph,63
39,225,Urban,474,92,386,Double Decker Bus,Fast DC,76
41,297,Highway,336,101,262,Mini Bus,Depot,29
48,226,Highway,302,99,224,Mini Bus,Depot,35
47,231,Highway,422,97,295,Double Decker Bus,Depot,82
28,195,Rural,475,79,346,Double Decker Bus,Pantograph,81
49,264,Highway,285,106,212,Mini Bus,Fast DC,32
32,146,Rural,447,87,321,Double Decker Bus,Fast DC,70
38,195,Urban,475,90,395,Double Decker Bus,Depot,73
53,229,Highway,362,108,296,Standard City Bus,Pantograph,56
32,146,Rural,447,85,372,Double Decker Bus,Pantograph,70
35,151,Rural,388,85,321,Standard City Bus,Pantograph,55
25,136,Rural,460,79,351,Double Decker Bus,Depot,71
46,240,Highway,423,94,341,Double Decker Bus,Fast DC,79
37,198,Urban,417,91,306,Articulated Bus,Pantograph,81
38,208,Urban,326,90,234,Mini Bus,Fast DC,34
42,295,Highway,415,88,315,Standard City Bus,Pantograph,55
35,196,Rural,415,95,346,Articulated Bus,Fast DC,92
54,234,Highway,378,106,304,Standard City Bus,Fast DC,63
32,226,Urban,421,79,316,Double Decker Bus,Fast DC,73
40,275,Highway,332,97,266,Mini Bus,Depot,34
49,251,Highway,364,104,258,Standard City Bus,Depot,55
47,257,Highway,333,95,268,Mini Bus,Depot,25
54,242,Highway,371,113,273,Standard City Bus,Depot,59
46,290,Highway,379,98,310,Standard City Bus,Fast DC,50
25,189,Rural,284,72,235,Mini Bus,Depot,30
32,187,Rural,450,86,373,Articulated Bus,Depot,95
37,226,Urban,428,87,317,Articulated Bus,Fast DC,92
30,167,Rural,458,83,326,Articulated Bus,Fast DC,86
35,220,Urban,394,91,302,Standard City Bus,Fast DC,60
40,265,Highway,287,95,210,Mini Bus,Fast DC,34
28,189,Rural,393,80,296,Standard City Bus,Depot,61
30,190,Rural,322,83,245,Mini Bus,Pantograph,34
45,237,Highway,401,95,294,Standard City Bus,Fast DC,62
39,179,Urban,438,85,341,Double Decker Bus,Pantograph,74
34,190,Rural,451,89,322,Double Decker Bus,Fast DC,75
39,225,Urban,468,91,347,Double Decker Bus,Pantograph,70
35,202,Urban,448,94,348,Double Decker Bus,Pantograph,82
27,196,Rural,313,87,252,Mini Bus,Depot,28
31,174,Urban,420,82,324,Standard City Bus,Depot,56
38,194,Urban,449,88,329,Double Decker Bus,Fast DC,83
36,176,Urban,380,91,298,Standard City Bus,Fast DC,58
29,195,Rural,480,80,392,Double Decker Bus,Pantograph,77
29,181,Rural,440,76,321,Double Decker Bus,Depot,75
34,187,Urban,473,88,349,Double Decker Bus,Pantograph,81
27,200,Rural,451,73,374,Articulated Bus,Depot,82
31,179,Rural,396,77,328,Standard City Bus,Pantograph,65
41,287,Highway,396,97,320,Standard City Bus,Fast DC,50
44,222,Highway,324,94,252,Mini Bus,Depot,30
38,235,Urban,390,84,289,Standard City Bus,Depot,54
27,199,Rural,463,80,340,Double Decker Bus,Depot,84
32,173,Rural,372,91,280,Standard City Bus,Depot,54
49,265,Highway,397,106,335,Standard City Bus,Pantograph,54
